REF_IND,GENRE_IND,TYP_DOC_ID_IND,NUM_DOC_ID_IND,LIEU_DOC_ID_IND,DATE_DOC_ID_IND,COD_TVA_IND,NOM_IND,PRE_IND,DAT_NAISS_CREAT,GRP_IND,LIM_CRED_GLO_IND,LIM_FIN_GLO_IND,INFO_IND,DAT_INFO_IND,ID_NLDP,COD_SCLAS,ABRV_IND,LOGO_IND,PHOTO_IND,MF_IND,RC_IND,EXO_TVA,DAT_DEB_EXO,DAT_FIN_EXO,TEL_IND,FAX_IND,EMAIL_IND,REF_ADH_IND,FROM_JUR_IND,EXO_IND,ADR_IND,CP_IND,REF_ACH_IND,ID_GROUPE
292,PM   ,Registre De Commerce,B0124412014,NUMÉRO INTROUVABLE,2016-10-11,1334639X            ,XF285,SH285,2016-10-11,False,,,0,,1.0,0000000,,,,,B0124412014,False,2016-10-11,2016-10-11,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782699,
293,PM   ,Registre De Commerce,B132302001,NUMÉRO INTROUVABLE,2016-10-11,0762984N            ,XF286,SH286,2016-10-11,False,,,0,,1.0,0000000,,,,,B132302001,False,2016-10-11,2016-10-11,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782700,
294,PM   ,Registre De Commerce,B0229932016,NUMÉRO INTROUVABLE,2016-10-11,1441265K            ,XF287,SH287,2016-10-11,False,,,0,,1.0,0000000,,,,,B0229932016,False,2016-10-11,2016-10-11,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782701,
295,PM   ,Registre De Commerce, A0911752013,NUMÉRO INTROUVABLE,2016-10-11,1240615V            ,XF288,SH288,2016-10-11,False,,,0,,1.0,0000000,,,,, A0911752013,False,2016-10-11,2016-10-11,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782702,
296,PM   ,Registre De Commerce,A0725962014,NUMÉRO INTROUVABLE,2016-10-11,0847419E            ,XF289,SH289,2016-10-11,False,,,0,,1.0,0000000,,,,,A0725962014,False,2016-10-11,2016-10-11,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782703,
297,PM   ,Registre De Commerce,A087112008,NUMÉRO INTROUVABLE,2016-10-11,1034033B            ,XF290,SH290,2016-10-11,False,,,0,,1.0,0000000,,,,,A087112008,False,2016-10-11,2016-10-11,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782704,
298,PM   ,Registre De Commerce,B0156542005,NUMÉRO INTROUVABLE,2016-10-11,0941032T            ,XF291,SH291,2016-10-12,False,,,0,,1.0,0000000,,,,,B0156542005,False,2016-10-11,2016-10-11,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782670,
299,PM   ,Registre De Commerce,A1103642001,NUMÉRO INTROUVABLE,2016-10-11,0490532A            ,XF292,SH292,2016-10-12,False,,,0,,1.0,0000000,,,,,A1103642001,False,2016-10-11,2016-10-11,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782671,
300,PM   ,Registre De Commerce, B1065842011,NUMÉRO INTROUVABLE,2016-10-11,1194967F            ,XF293,SH293,2016-10-12,False,,,0,,1.0,0000000,,,,, B1065842011,False,2016-10-11,2016-10-11,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782672,
301,PM   ,Registre De Commerce,A08121462013,NUMÉRO INTROUVABLE,2016-10-11,1301532G            ,XF294,SH294,2016-10-12,False,,,0,,1.0,0000000,,,,,A08121462013,False,2016-10-11,2016-10-11,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782673,
302,PM   ,Registre De Commerce,123,NUMÉRO INTROUVABLE,2016-10-11,0944509Z            ,XF295,SH295,2016-10-12,False,,,0,,1.0,0000000,,,,,123,False,2016-10-11,2016-10-11,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782674,
303,PM   ,Registre De Commerce,231,NUMÉRO INTROUVABLE,2016-10-11,0930227T            ,XF296,SH296,2016-10-12,False,,,0,,1.0,0000000,,,,,231,False,2016-10-11,2016-10-11,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782676,
304,PM   ,Registre De Commerce,A2021102014,NUMÉRO INTROUVABLE,2016-10-11,1154895K            ,XF297,SH297,2016-10-12,False,,,0,,1.0,0000000,,,,,A2021102014,False,2016-10-11,2016-10-11,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782677,
305,PM   ,Registre De Commerce,A04152642009,NUMÉRO INTROUVABLE,2016-10-11,0795073K            ,XF298,SH298,2016-10-12,False,,,0,,1.0,0000000,,,,,A04152642009,False,2016-10-11,2016-10-11,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782678,
306,PM   ,Registre De Commerce,A1114461997,NUMÉRO INTROUVABLE,2016-10-11,0095124H            ,XF299,SH299,2016-10-12,False,,,0,,1.0,0000000,,,,,A1114461997,False,2016-10-11,2016-10-11,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782679,
307,PM   ,Registre De Commerce,B1118001997,NUMÉRO INTROUVABLE,2016-10-11,0017719W            ,XF300,SH300,2016-10-12,False,,,0,,1.0,0000000,,,,,B1118001997,False,2016-10-11,2016-10-11,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782680,
308,PM   ,Registre De Commerce,B0191002008,NUMÉRO INTROUVABLE,2016-10-11,1077188F            ,XF301,SH301,2016-10-12,False,,,0,,1.0,0000000,,,,,B0191002008,False,2016-10-11,2016-10-11,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782682,
309,PM   ,Registre De Commerce,B11522000,NUMÉRO INTROUVABLE,2016-09-20,0710750K            ,XF302,SH302,2016-09-20,False,,,,,2.0,0000000,PR2I0716            ,,,,B11522000,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,40994883,SARL                                                                                                ,False,ADRS Introuvable,2095      ,41794883,
310,PM   ,Registre De Commerce,B1026402016,NUMÉRO INTROUVABLE,2016-10-17,1438666Z            ,XF303,SH303,2016-10-17,False,,,0,,1.0,0000000,,,,,B1026402016,False,2016-10-17,2016-10-17,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782707,
311,PM   ,Registre De Commerce,B111741998,NUMÉRO INTROUVABLE,2016-10-26,0007929Z            ,XF304,SH304,2016-10-29,False,,,0,,1.0,NN85310,,,,,B111741998,False,2016-10-26,2016-10-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782709,
312,PM   ,Registre De Commerce,B0225802009,NUMÉRO INTROUVABLE,2016-10-26,1041979N            ,XF305,SH305,2016-10-29,False,,,0,,1.0,NN85310,,,,,B0225802009,False,2016-10-26,2016-10-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782710,
313,PM   ,Registre De Commerce,B1128431997,NUMÉRO INTROUVABLE,2016-11-03,0447064W            ,XF306,SH306,2016-11-03,False,,,0,,1.0,NN85310,,,,,B1128431997,False,2016-11-03,2016-11-03,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782711,
314,PM   ,Registre De Commerce,B24118292009,NUMÉRO INTROUVABLE,2016-11-03,1110728F            ,XF307,SH307,2016-11-03,False,,,0,,1.0,NN85310,,,,,B24118292009,False,2016-11-03,2016-11-03,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782712,
315,PM   ,Registre De Commerce,B180201996,NUMÉRO INTROUVABLE,2016-11-03,0045871L            ,XF308,SH308,2016-11-03,False,,,0,,1.0,NN85310,,,,,B180201996,False,2016-11-03,2016-11-03,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782713,
316,PM   ,Registre De Commerce,B0213862010,NUMÉRO INTROUVABLE,2016-11-07,1131271H            ,XF309,SH309,2016-11-08,False,,,0,,1.0,0000000,,,,,B0213862010,False,2016-11-07,2016-11-07,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782714,
317,PM   ,Registre De Commerce,B165191996,NUMÉRO INTROUVABLE,2016-11-07,0004092P            ,XF310,SH310,2016-11-08,False,,,0,,1.0,NN85310,,,,,B165191996,False,2016-11-07,2016-11-07,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782715,
318,PM   ,Registre De Commerce,B03151112014,NUMÉRO INTROUVABLE,2014-07-22,1360236E            ,XF311,SH311,2014-07-22,False,,,40902830,,1.0,GG51651,PHN0816             ,,,,B03151112014,False,2016-11-14,2016-11-14,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,40902830,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,REF INT,
320,ASS  ,Registre De Commerce,B187941997,71184000,1997-10-10,0000205M            ,XF312,SH312,1997-10-10,False,,,,,2.0,JJ66010,CAR0220             ,,,,,False,,,71184000,71184197,EMAIL Introuvable,01653,SARL                                                                                                ,False,ADRS Introuvable,2095      ,REF INT,
321,PM   ,Registre De Commerce,B014352008,NUMÉRO INTROUVABLE,2016-11-15,1034732Y            ,XF313,SH313,2016-11-15,False,,,0,,1.0,GG51651,,,,,B014352008,False,2016-11-15,2016-11-15,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,REF INT,
322,PM   ,Registre De Commerce,B1146621997,NUMÉRO INTROUVABLE,2016-11-15,0017551P            ,XF314,SH314,2016-11-15,False,,,0,,1.0,GG51700,,,,,B1146621997,False,2016-11-15,2016-11-15,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,REF INT,
323,PM   ,Registre De Commerce,B0795092007,NUMÉRO INTROUVABLE,2016-11-15,1032147C            ,XF315,SH315,2016-11-15,False,,,0,,1.0,0000000,,,,,B0795092007,False,2016-11-15,2016-11-15,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782716,
324,PM   ,Registre De Commerce,B91157922013,NUMÉRO INTROUVABLE,2016-11-15,1311577B            ,XF316,SH316,2016-11-15,False,,,0,,1.0,0000000,,,,,B91157922013,False,2016-11-15,2016-11-15,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782717,
325,PM   ,Registre De Commerce,B27167952011,NUMÉRO INTROUVABLE,2016-11-15,1165969W            ,XF317,SH317,2016-11-15,False,,,0,,1.0,0000000,,,,,B27167952011,False,2016-11-15,2016-11-15,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782725,
326,PM   ,Registre De Commerce,B0323082007,NUMÉRO INTROUVABLE,2016-11-15,0996444K            ,XF318,SH318,2016-11-15,False,,,0,,1.0,NN85310,,,,,B0323082007,False,2016-11-15,2016-11-15,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782718,
327,PM   ,Registre De Commerce,B0335182013,NUMÉRO INTROUVABLE,2016-11-15,1286493B            ,XF319,SH319,2016-11-15,False,,,0,,1.0,NN85310,,,,,B0335182013,False,2016-11-15,2016-11-15,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782719,
328,PM   ,Registre De Commerce,B117871996,NUMÉRO INTROUVABLE,2016-11-15,0012305E            ,XF320,SH320,2016-11-15,False,,,0,,1.0,NN85310,,,,,B117871996,False,2016-11-15,2016-11-15,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782720,
329,PM   ,Registre De Commerce,B0118792004,NUMÉRO INTROUVABLE,2016-11-15,0871305K            ,XF321,SH321,2016-11-15,False,,,0,,1.0,NN85310,,,,,B0118792004,False,2016-11-15,2016-11-15,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782721,
330,PM   ,Registre De Commerce,B0133732009,NUMÉRO INTROUVABLE,2016-11-15,1097001N            ,XF322,SH322,2016-11-15,False,,,0,,1.0,NN85310,,,,,B0133732009,False,2016-11-15,2016-11-15,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782722,
331,PM   ,Registre De Commerce,B0117312008,NUMÉRO INTROUVABLE,2016-11-15,1041959J            ,XF323,SH323,2016-11-15,False,,,0,,1.0,NN85310,,,,,B0117312008,False,2016-11-15,2016-11-15,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782726,
332,PM   ,Registre De Commerce,B184011997,NUMÉRO INTROUVABLE,2016-11-15,0045918J            ,XF324,SH324,2016-11-15,False,,,0,,1.0,NN85310,,,,,B184011997,False,2016-11-15,2016-11-15,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782724,
333,PM   ,Registre De Commerce,B147861996,NUMÉRO INTROUVABLE,2016-11-15,0507964K            ,XF325,SH325,2016-11-15,False,,,0,,1.0,NN85310,,,,,B147861996,False,2016-11-15,2016-11-15,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782723,
334,PM   ,Registre De Commerce,B119502002,NUMÉRO INTROUVABLE,2016-11-15,0789331W            ,XF326,SH326,2016-11-15,False,,,0,,1.0,NN85310,,,,,B119502002,False,2016-11-15,2016-11-15,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783131,
337,PM   ,Registre De Commerce,B187722000,NUMÉRO INTROUVABLE,2016-11-18,0749767A            ,XF327,SH327,2016-11-18,False,,,40986864,,1.0,0000000,SIP0916             ,,,,B187722000,False,2016-11-18,2016-11-18,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,40986864,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,REF INT,
338,PM   ,Registre De Commerce,B0332542006,NUMÉRO INTROUVABLE,2016-11-22,0815709M            ,XF328,SH328,2016-11-22,False,,,40988847,,1.0,DE22250,AFN1016             ,,,,B0332542006,False,2016-11-22,2016-11-22,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,40988847,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41788847,
339,PM   ,Registre De Commerce,B147341999,NUMÉRO INTROUVABLE,2016-11-22,0645015Q            ,XF329,SH329,2016-11-22,False,,,0,,1.0,0000000,,,,,B147341999,False,2016-11-22,2016-11-22,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782728,
340,PM   ,Registre De Commerce,B111886199,NUMÉRO INTROUVABLE,2016-11-28,0000658P            ,XF330,SH330,2016-11-28,False,,,0,,1.0,0000000,,,,,B111886199,False,2016-11-28,2016-11-28,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782729,
341,PM   ,Registre De Commerce,B1134311997,NUMÉRO INTROUVABLE,2016-11-25,0009547X            ,XF331,SH331,2016-11-29,False,,,0,,1.0,GG52271,,,,,B1134311997,False,2016-11-25,2016-11-25,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,REF INT,
342,PM   ,Registre De Commerce,B11542411997,NUMÉRO INTROUVABLE,2016-11-25,0487582L            ,XF332,SH332,2016-11-29,False,,,0,,1.0,NN85310,,,,,B11542411997,False,2016-11-25,2016-11-25,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,REF INT,
343,PM   ,Registre De Commerce,STE SODEA KHLIDIA,NUMÉRO INTROUVABLE,2016-11-29,0496547J            ,XF333,SH333,2016-11-29,False,,,0,,1.0,0000000,,,,,STE SODEA KHLIDIA,False,2016-11-29,2016-11-29,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782730,
344,PM   ,Registre De Commerce,B02175842015,NUMÉRO INTROUVABLE,2016-11-30,1416643X            ,XF334,SH334,2016-11-30,False,,,0,,1.0,NN85310,,,,,B02175842015,False,2016-11-30,2016-11-30,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41710920,
345,PM   ,Registre De Commerce,B0145672005,NUMÉRO INTROUVABLE,2016-12-03,0933582Z            ,XF335,SH335,2016-12-05,False,,,0,,1.0,NN85310,,,,,B0145672005,False,2016-12-03,2016-12-03,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782731,
346,PM   ,Registre De Commerce,B169541997,NUMÉRO INTROUVABLE,2016-12-08,0006194D            ,XF336,SH336,2016-12-08,False,,,0,,1.0,CA11101,,,,,B169541997,False,2016-12-08,2016-12-08,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782732,
347,PM   ,Registre De Commerce,B2133552008,NUMÉRO INTROUVABLE,2016-12-13,1051186R            ,XF337,SH337,2016-12-14,False,,,0,,1.0,NN85310,,,,,B2133552008,False,2016-12-13,2016-12-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782734,
348,PM   ,Registre De Commerce,B071362009,NUMÉRO INTROUVABLE,2016-12-13,1080284E            ,XF338,SH338,2016-12-14,False,,,0,,1.0,NN85310,,,,,B071362009,False,2016-12-13,2016-12-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782733,
349,PM   ,Registre De Commerce,B113142001,NUMÉRO INTROUVABLE,2016-12-14,0755825F            ,XF339,SH339,2016-12-14,False,,,0,,1.0,0000000,,,,,B113142001,False,2016-12-14,2016-12-14,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782735,
350,PM   ,Registre De Commerce,B16203842015,NUMÉRO INTROUVABLE,2016-12-17,1424861C            ,XF340,SH340,2016-12-17,False,,,0,,1.0,NN85310,,,,,B16203842015,False,2016-12-17,2016-12-17,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782736,
351,PM   ,Registre De Commerce,B162511998,NUMÉRO INTROUVABLE,2016-12-26,0000299L            ,XF341,SH341,2016-12-26,False,,,0,,1.0,0000000,,,,,B162511998,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782737,
352,PM   ,Registre De Commerce,B51181462012,NUMÉRO INTROUVABLE,2016-12-26,1265985C            ,XF342,SH342,2016-12-26,False,,,0,,1.0,NN85310,,,,,B51181462012,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782738,
353,PM   ,Registre De Commerce,B047502011,NUMÉRO INTROUVABLE,2016-12-26,1174781L            ,XF343,SH343,2016-12-26,False,,,0,,1.0,NN85310,,,,,B047502011,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782739,
354,PM   ,Registre De Commerce,A112252003,NUMÉRO INTROUVABLE,2016-12-26,0436080L            ,XF344,SH344,2016-12-26,False,,,0,,1.0,NN85310,,,,,A112252003,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782740,
355,PM   ,Registre De Commerce,B1126962014,NUMÉRO INTROUVABLE,2016-12-26,1333040Q            ,XF345,SH345,2016-12-26,False,,,0,,1.0,NN85310,,,,,B1126962014,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782741,
356,PM   ,Registre De Commerce,A1159311998,NUMÉRO INTROUVABLE,2016-12-26,0244447G            ,XF346,SH346,2016-12-26,False,,,0,,1.0,NN85310,,,,,A1159311998,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782742,
357,PM   ,Registre De Commerce,B0388682013,NUMÉRO INTROUVABLE,2016-12-26,1296805C            ,XF347,SH347,2016-12-26,False,,,0,,1.0,NN85310,,,,,B0388682013,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782743,
358,PM   ,Registre De Commerce,A116282003,NUMÉRO INTROUVABLE,2016-12-26,0826331G            ,XF348,SH348,2016-12-26,False,,,0,,1.0,NN85310,,,,,A116282003,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782744,
359,PM   ,Registre De Commerce,B31162432011,NUMÉRO INTROUVABLE,2016-12-26,1215510R            ,XF349,SH349,2016-12-26,False,,,0,,1.0,NN85310,,,,,B31162432011,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782745,
360,PM   ,Registre De Commerce,B15174202013,NUMÉRO INTROUVABLE,2016-12-26,1314747P            ,XF350,SH350,2016-12-26,False,,,0,,1.0,NN85310,,,,,B15174202013,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782746,
361,PM   ,Registre De Commerce,B160691997,NUMÉRO INTROUVABLE,2016-12-26,0386610L            ,XF351,SH351,2016-12-26,False,,,0,,1.0,NN85310,,,,,B160691997,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782747,
362,PM   ,Registre De Commerce,B098982011,NUMÉRO INTROUVABLE,2016-12-26,1183929P            ,XF352,SH352,2016-12-26,False,,,0,,1.0,NN85310,,,,,B098982011,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782748,
363,PM   ,Registre De Commerce,A1300141997,NUMÉRO INTROUVABLE,2016-12-26,0221118S            ,XF353,SH353,2016-12-26,False,,,0,,1.0,NN85310,,,,,A1300141997,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782749,
364,PM   ,Registre De Commerce,A0578972007,NUMÉRO INTROUVABLE,2016-12-26,1021550A            ,XF354,SH354,2016-12-26,False,,,0,,1.0,NN85310,,,,,A0578972007,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782750,
365,PM   ,Registre De Commerce,B110682003,NUMÉRO INTROUVABLE,2016-12-26,0826462S            ,XF355,SH355,2016-12-26,False,,,0,,1.0,NN85310,,,,,B110682003,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782762,
366,PM   ,Registre De Commerce,A0444552006,NUMÉRO INTROUVABLE,2016-12-26,0966674G            ,XF356,SH356,2016-12-26,False,,,0,,1.0,NN85310,,,,,A0444552006,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782751,
367,PM   ,Registre De Commerce,B07184862011,NUMÉRO INTROUVABLE,2016-12-26,1219785L            ,XF357,SH357,2016-12-26,False,,,0,,1.0,NN85310,,,,,B07184862011,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782752,
368,PM   ,Registre De Commerce,A0831412014,NUMÉRO INTROUVABLE,2016-12-26,1333749Y            ,XF358,SH358,2016-12-26,False,,,0,,1.0,NN85310,,,,,A0831412014,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782753,
369,PM   ,Registre De Commerce,A0133382007,NUMÉRO INTROUVABLE,2016-12-26,0080610Q            ,XF359,SH359,2016-12-26,False,,,0,,1.0,NN85310,,,,,A0133382007,False,2016-12-26,2016-12-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782754,
